3853,SALE,-38.095569,146.059953
3854,GLENGARRY WEST,-38.152645,146.518946
3856,TOONGABBIE,-38.066096,146.670202
3857,COWWARR,-38.003449,146.688721
3858,WINNINDOO,-38.031505,146.766121
3859,TINAMBA WEST,-37.922586,146.841053
3860,VALENCIA CREEK,-37.834649,146.982729
3862,WATERFORD,-37.515637,147.204588
3864,THE FINGERBOARD,-38.326496,142.115859
3865,LINDENOW,-37.800359,147.458491
3869,YINNAR SOUTH,-38.388731,146.376374
3870,MIRBOO EAST,-38.445603,146.199917
3871,MIRBOO NORTH,-38.401141,146.16144
3873,GORMANDALE,-38.285925,146.719797
3874,WOODSIDE NORTH,-38.423615,146.820988
3875,WY YUNG,-37.767296,147.669914
3878,EAGLE POINT,-37.89463,147.670253
3880,RAYMOND ISLAND,-37.919088,147.73139
3882,NICHOLSON,-37.815478,147.734243
3885,YALMY,-37.475473,148.403054
3886,NEWMERELLA,-37.735401,148.433878
3887,WAIREWA,-37.691434,148.167518
3888,WOMBAT CREEK,-37.767946,148.255899
3889,MANORINA,-37.690264,148.79858
3890,WEERAGUA,-37.34599,149.08873
3891,WROXHAM,-37.350782,149.479885
3892,MALLACOOTA,-37.549486,149.729223
3893,TAMBO CROSSING,-37.495876,147.83403
3895,REEDY CREEK,-37.422573,147.937166
3896,TONGIO,-37.208132,147.718065
3898,SHANNONVALE,-36.930553,147.423253
3900,UPLANDS,-37.871105,147.992815
3902,JOHNSONVILLE,-37.820156,147.830563
3903,SWAN REACH,-37.810093,147.84454
3904,METUNG,-37.87152,147.847355
3909,TOORLOO ARM,-37.807188,148.039354
3910,LANGWARRIN,-38.153809,145.185851
3911,LANGWARRIN SOUTH,-38.198507,145.182526
3912,SOMERVILLE,-38.223956,145.175798
3913,TYABB,-38.259808,145.186464
3915,TUERONG,-38.297387,145.077506
3916,SHOREHAM,-38.427678,145.044425
3918,BITTERN,-38.337376,145.177993
3919,CRIB POINT,-38.366119,145.204068
3921,TANKERTON,-38.385026,145.290896
3922,WIMBLEDON HEIGHTS,-38.480888,145.239905
3923,RHYLL,-38.460584,145.307964
3925,SAN REMO,-38.520564,145.373057
3926,MERRICKS NORTH,-38.353666,145.08415
3927,SOMERS,-38.383442,145.147627
3928,MAIN RIDGE,-38.400438,144.970958
3929,FLINDERS,-38.473815,145.01628
3930,MOUNT ELIZA,-38.187263,145.089626
3931,MORNINGTON,-38.238386,145.064195
3933,MOOROODUC,-38.237072,145.087375
3934,MOUNT MARTHA,-38.302366,144.994873
3936,SAFETY BEACH,-38.314903,144.9906
3937,RED HILL SOUTH,-38.382404,145.023052
3938,MCCRAE,-37.990225,145.21956
3939,ROSEBUD PLAZA,-38.35533,144.905978
3941,TOOTGAROOK,-38.368159,144.862455
3942,BLAIRGOWRIE,-38.359005,144.768511
3943,SORRENTO,-38.344297,144.73807
3944,PORTSEA,-38.338347,144.709285
3945,WOODLEIGH,-38.414251,145.640882
3946,BENA,-38.433031,145.722184
3950,WHITELAW,-38.435084,145.777786
3951,RANCEBY,-38.37462,145.839244
3953,WILD DOG VALLEY,-38.369483,145.944689
3954,KOONWARRA,-38.547015,145.948111
3956,WALKERVILLE SOUTH,-38.88952,145.981959
3957,STONY CREEK,-38.583226,146.144844
3958,BUFFALO CREEK,-38.634604,146.052231
3959,WARATAH NORTH,-38.773869,146.072353
3960,YANAKIE,-38.829607,146.238119
3962,WOORARRA EAST,-38.602895,146.381201
3964,PORT FRANKLIN,-38.679229,146.270581
3965,PORT WELSHPOOL,-38.691833,146.454398
3966,WELSHPOOL,-38.665564,146.436128
3967,HEDLEY,-37.693272,144.961131
3971,YARRAM,-38.562402,146.676035
3975,LYNDHURST,-38.053275,145.244343
3976,HAMPTON PARK,-38.032221,145.267863
3977,SKYE,-38.1183,145.203099
3978,CLYDE NORTH,-38.118738,145.327258
3979,KORRINE,-38.532849,145.652943
3980,WARNEET,-38.220563,145.314044
3981,YANNATHAN,-38.228782,145.639804
3984,THE GURDIES,-38.373978,145.56117
3987,NYORA,-38.333067,145.670441
3988,POOWONG NORTH,-38.289395,145.768796
3990,GLEN FORBES,-38.449183,145.532297
3991,BASS,-38.480541,145.467733
3992,WEST CREEK,-38.575998,145.6322
3995,WOOLAMAI,-38.498651,145.520561
3996,POUND CREEK,-38.627873,145.808696
